866,0101000020E61000006F0D05022DCF024003ADBD9AAC6D4840,Hôtel de Ville de Paris,,null,null,null,null,null,null,null,null,null,2.35116006448668,48.8568299699928,null,,2019-02-25
864,0101000020E610000000D656EC2FBB0240688E1EBFB76D4840,"Paris, Île-de-France",,null,null,null,null,null,null,null,null,null,2.34140000000002,48.8571700000001,null,,2019-02-22
863,0101000020E61000006F0D05022DCF024003ADBD9AAC6D4840,Hôtel de Ville de Paris,,null,null,null,null,null,null,null,null,null,2.35116006448668,48.8568299699928,null,,2019-02-21
865,0101000020E61000007D3F355EBA49F63F3333333333434740,Sample,,UAL1,null,null,null,null,null,null,null,null,1.393,46.525,null,,2019-02-22
152,0101000020E61000003D2B69C537D4054061A8C30AB7244640,Barrage de PONT-de-SALARS,2009,EDF,GTR/EDF/1009-601,EVALUATION PROBABILISTE DE L'AL+A SISMIQUE SUR LES SITES DES BARRAGES EDF DE CLASSE A ET B,0709,Evaluation de l'alÚa sismique,Evaluation de l'alÚa sismique,Industriel,Pétrole / gaz / énergie,,2.728622,44.286836,,,
154,0101000020E6100000F9872D3D9AAAFE3F11018750A5544540,Barrage de NAGUILHES,2009,EDF,GTR/EDF/1009-601,EVALUATION PROBABILISTE DE L'AL+A SISMIQUE SUR LES SITES DES BARRAGES EDF DE CLASSE A ET B,0709,Evaluation de l'alÚa sismique,Evaluation de l'alÚa sismique,Industriel,Pétrole / gaz / énergie,,1.916651,42.661295,,,
155,0101000020E61000003A07CF842689BD3F14234BE658704540,Barrage d'ESCOUBOUS,2009,EDF,GTR/EDF/1009-601,EVALUATION PROBABILISTE DE L'AL+A SISMIQUE SUR LES SITES DES BARRAGES EDF DE CLASSE A ET B,0709,Evaluation de l'alÚa sismique,Evaluation de l'alÚa sismique,Industriel,Pétrole / gaz / énergie,,0.115374,42.877713,,,
156,0101000020E61000005B5D4E098849C23F4A7EC4AF58694540,Barrage de CAP DE LONG,2009,EDF,GTR/EDF/1009-601,EVALUATION PROBABILISTE DE L'AL+A SISMIQUE SUR LES SITES DES BARRAGES EDF DE CLASSE A ET B,0709,Evaluation de l'alÚa sismique,Evaluation de l'alÚa sismique,Industriel,Pétrole / gaz / énergie,,0.142869,42.823019,,,
157,0101000020E6100000F3599E077767C93F751F80D426724540,Barrage de GREZIOLLES,2009,EDF,GTR/EDF/1009-601,EVALUATION PROBABILISTE DE L'AL+A SISMIQUE SUR LES SITES DES BARRAGES EDF DE CLASSE A ET B,0709,Evaluation de l'alÚa sismique,Evaluation de l'alÚa sismique,Industriel,Pétrole / gaz / énergie,,0.19847,42.89181,,,
158,0101000020E610000091459A780798034071ADF6B017C24540,Barrage des SIROUS,2009,EDF,GTR/EDF/1009-601,EVALUATION PROBABILISTE DE L'AL+A SISMIQUE SUR LES SITES DES BARRAGES EDF DE CLASSE A ET B,0709,Evaluation de l'alÚa sismique,Evaluation de l'alÚa sismique,Industriel,Pétrole / gaz / énergie,,2.449233,43.516348,,,
